Province|Municipality|Address|Landline|Fax|Email|||||
Nueva Ecija|Municipality of Nampicuan||Tel: 0922-861-7414|||||||
Nueva Ecija|Palayan City||Telefax: (044) 940-5510|||||||
Nueva Ecija|Municipality of Pantabangan||Tel: 0920-974-1599|||||||
Nueva Ecija|Municipality of Penaranda||Tel: 0915-460-3921|||||||
Nueva Ecija|Municipality of Quezon||Tel: (044) 463-0180|||||||
Nueva Ecija|Municipality of Rizal||Tel: (044) 942-5406|||||||
Nueva Ecija|Municipality of San Antonio||Tel: (044) 940-3774|||||||
Nueva Ecija|Municipality of San Isidro||Tel: (044) 486-5471|||||||
Nueva Ecija|San Jose City||Tel: (044) 511-2035; (044) 511-1978|044 511 2035|belenapetronsj@yahoo.com|||||
Nueva Ecija|Municipality of San Leonardo||Tel : (044) 486-2031|||||||
Nueva Ecija|City of Muñoz||Tel: (044) 56-0102 |||||||
Nueva Ecija|Municipality of Sta. Rosa||Tel: (044) 311-0403|||||||
Nueva Ecija|Municipality of Sto. Domingo||Tel: 0917-801-1367|||||||
Nueva Ecija|Municipality of Talavera||Tel: (044) 940-1316|||||||
Nueva Ecija|Municipality of Talugtug||Tel: 0917-980-7568|||||||
Nueva Ecija|Municipality of Zaragosa||Tel: 0919-320-2016|||||||
|Provincial Government of Pampanga|Provincial Capitol, 2000 San Fernando, Pampanga|Tel: (045) 961-4713 ; (045) 961-3741  |(045) 961-4793||||||
Pampanga|Angeles City||Tel: (045) 892-1211; (045) 893-2213|Telefax: (045) 624-6430||||||
Pampanga|Municipality of  Apalit||Tel: (045) 302-7033; (045) 302-8852|||||||
Pampanga|Municipality of Arayat|||||||||
Pampanga|Municipality of Bacolor||Tel: 0917-834-2834||hizonboers@yahoo.com|||||
Pampanga|Municipality of Candaba||Tel: (045) 632-1022|||||||
Pampanga|Municipality of Floridablanca||Tel: (045) 970-1374; (045) 970-17221|||||||
Pampanga|Municipality of Guagua||Tel: (045) 900-0865||mayorguagua2013@yahoo.com|||||
Pampanga|Municipality of Lubao||Tel: (045) 971-6276; (045) 971-5926|||||||
Pampanga|Municipality of Mabalacat ||Tel: 0917-807-0250||lgu_mabalacat@yahoo.com|||||
Pampanga|Municipality Macabebe||Tel: 0920-950-0525||macabebe1594@yahoo.com; sb_macabebe2010@yahoo.com|||||
Pampanga|Municipality of Magalang||Tel: (045) 892-5923; (045) 866-0681; (045) 343-4220|||||||
Pampanga|Municipality of Masantol||Tel: 0917-623-0297||dan-guintu@gmail.com|||||
Pampanga|Municipality of Mexico||Tel: (045) 966-0749; (045) 966-3707|||||||
Pampanga|Municipality of Minalin||Tel: (045) 878-0306|||||||
Pampanga|Municipality of Porac||Tel: (045) 329-2053 ; (045) 329-2054|||||||
Pampanga|City of San Fernando (Capital)||Tel: (045) 961-5022|Fax: (045) 961-2872||||||
Pampanga|Municipality of San Luis||Tel: (045) 963-4311|||||||
Pampanga|Municipality of San Simon||Tel: (045) 880-0106||argcmanpower@yahoo.com|||||
Pampanga|Municipality of Sta. Ana||Tel: (045) 631-0435 ; (045) 631-0476|||||||
Pampanga|Municipality of Sta. Rita||Tel: (045) 900-2277; (045) 900-2847; (045) 900-4136|||||||
Pampanga|Municipality of Sto. Tomas||Tel: (045) 961-4450 ; (045)877-0879|||||||
Pampanga|Municipality of Sasmuan||Telefax: (045) 900-2504|||||||
|Provincial Government of Tarlac|Provincial Capitol, 2300 Tarlac, Tarlac|Tel: (045) 982-2574 ; (045) 982-2574|||||||
Tarlac|Municipality of Anao||Tel: (045) 601-0152|||||||
Tarlac|Municipality of Bamban||Tel: (045) 925-0050; (045) 925-0005|||||||
Tarlac|Municipality of Camiling ||Tel: (045) 934-0164|||||||
Tarlac|Municipality of Capas||Tel: (045) 925-0154 loc. 124|||||||
Tarlac|Municipality of Concepcion||Tel: (045) 923-1149|||||||
Tarlac|Municipality of Gerona||Tel: (045) 931-3698 loc. 109 ; (045) 931-3269|||||||
Tarlac|Municipality of La Paz||Tel: (045) 493-1936; (045) 493-1981||lgu_lapaz@yahoo.com|||||
Tarlac|Olongapo City||Tel: (045) 493-0828|||||||
Tarlac|Municipality of Moncada||Tel: (045) 601-0405; |||||||
Tarlac|Municipality Paniqui||Tel: (045) 931-0303|||||||
Tarlac|Municipality of Pura||Tel: (045) 930-0495|||||||
Tarlac|Municipality of Ramos||Tel: (045)931-1180||lguramos@yahoo.com|||||
Tarlac|Municipality of San Clemente||Tel: (045) 934-1244|||||||
Tarlac|Municipality of San Jose||Tel: 0917-514-3989|||||||
Tarlac|Municipality of San Manuel||Tel: (045) 600-0212|||||||
Tarlac|Municipality of Santa Ignacia||Tel: 0917-514-0002|||||||
Tarlac|City of Tarlac (Capital)||Tel: (045) 982-6005|Fax: (045) 982-0190||||||
Tarlac|Municipality of Victoria||Tel: 0917-544-1700|||||||
|Provincial Government of Zambales|Provincial Capitol, 2201 Iba, Zambales|(047) 811-2948/ 811-3228/ 811-7956|(047)  811-7201||||||
Zambales|Municipality of Botolan||Tel: (047) 810-1731|||||||
Zambales|Municipality of Cabangan||Tel: (047)8030041; 810-1448|||||||
Zambales|Municipality of Candelaria||Tel: 0920-907-8237|||||||
Zambales|Municipality of Castillejos||Tel: (047) 623-2238 ; |Fax: (047) 623-2313||||||
Zambales|Municipality of Iba||Tel: (047) 811-7950;  (047) 811-2910|Fax: (047) 811-3583||||||
Zambales|Municipality of Masinloc||Tel: (047) 821-1150|||||||
Zambales|Olongapo City|||||||||
Zambales|Municipality of Palauig||Te: 0917-451-7081|||||||
Zambales|Municipality of San Antonio||Tel: (047) 913-4211 ; (047) 913-4106 ; (047) 913-4411|||||||
Zambales|Municipality of San Felipe||Tel: (047) 913-4010|||||||
Zambales|Municipality of San Marcelino||Tel: (047) 623-2123|||||||
Zambales|Municipality of San Narciso||Telefax: (047) 913-4304 ; Tel: (047) 913-4452 ; (047) 913-4503|||||||
Zambales|Municipality of St. Cruz||Tel: (047) 831-7950|||||||
Zambales|Municipality of Subic||Tel: (047) 232-1865 ; (047) 232-2180 ; (047) 232-4895|||||||
|Provincial Government of Batangas|Provincial Capitol, 4200 Batangas City, Batangas|Telefax: 043 702 2509|Fax: (043) 723-1338||||||
Batangas|Municipality of Agoncillo||Telefax: (043) 210-2344|||||||
Batangas|Municipality of Alitagtag||Telefax: (043) 772-0154|||||||
Batangas|Municipality of Balayan||Tel: (043) 211-4225|||||||
Batangas|Municipality of Balete||Tel: (043) 312-3431 ; 0917-504-5620|||||||
Batangas|Batangas City (Capital)|City Hall, Batangas City, P. Burgos St., Batangas City, Philippines 4200|Telefax: 043 723 4381|||||||
Batangas|Municipality of Bauan||Tel: (043) 727-2007|F: 727 1253||||||
Batangas|Municipality of Calaca||Tel: (043) 424-0279|||||||
Batangas|Municipality of Calatagan||Telefax: (043) 213-2001|||||||
Batangas|Municipality of Cuenca||Telefax: (043) 342-1202|||||||
Batangas|Municipality of Ibaan||Telefax: (043) 311-2765|||||||
Batangas|Municipality of Laurel||Tel: (043) 896-8736; 0917-816-6784|||||||
Batangas|Municipality of Lemery||Telefax: (043) 411-1234; 0906-493-3147|||||||
Batangas|Municipality of Lian||Telefax: (043) 333-0028|||||||
Batangas|Municipality of Lobo||Tel: 0917-814-4642||mercel1527@yahoo.com|||||
Batangas|Lipa City||Tel : 784-2501|F: 312 1595||||||
Batangas|Municipality of Mabini||Tel: (043) 487-0707 loc. 103 ; (043) 487-0013 ; (043) 487-0014|||||||
Batangas|Municipality of Malvar||Telefax: 043 778 5101|||||||
Batangas|Municipality of Mataas na Kahoy||Telfax: (043) 784-1016|||||||
Batangas|Municipality of Nasugbu||Tel: (043) 412-0222|||||||
Batangas|Municipality of Padre V. Garcia||Telfax: (043) 515-9207|||||||
Batangas|Municipality of Rosario||Tel: (043) 321-7950 ; (043) 321-0543|Fax: (043) 726-6227||||||
Batangas|Municipality of San Juan||Tel: (043) 575-3210; (043) 575-444|||||||
Batangas|Municipality of San Luis||Telfax: (043) 411-8083|||||||
Batangas|Municipality of San Nicolas||Telfax: (043) 218-5200|||||||
Batangas|Municipality of San Pascual||Tel: (043) 727-1151 ; (043) 727-2376|||||||
Batangas|Municipality of Sta. Teresita||Tel: (043) 772-3070 ; (043) 778-8135|||||||
Batangas|Municipality of Taal||Tel: (043) 421-1060||www.taal.gov.ph|||||
Batangas|Municipality of Talisay||Telfax: (043) 773-0238||www.talisaybatangas.gov.ph|||||
Batangas|City of Tanauan ||Tel: (043) 778-1902 ; (043) 778-5034||www.tanauancity.gov.ph|||||
Batangas|Municipality of Taysan||Telfax: (043) 703-2053|||||||
Batangas|Municipality of Tingloy||Tel: 099-922-6310|||||||
Batangas|Municipality of Tuy||Telfax: (043) 332-0504||www.tuybatangas.gov.ph|||||
|Provincial Government of Cavite|Provincial Capitol, 4109 Trece Martires City, Cavite|Telefax: 046 419 2311|(046) 419- 2311|picto@cavite.gov.ph|||||
Cavite|Municipality of Alfonso||Tel: (046) 415-0101;)046) 415-0128|||||||
Cavite|Municipality of Amadeo||Tel: (046) 483-3010 ; (046) 483-3012|||||||
Cavite|Bacoor City||Tel: (046) 434-4466 loc 305 or 306; (046) 571-1742|||||||
Cavite|Municipality of Carmona||Tel: (046) 430-1013; 0917-503-4876|||||||
Cavite|Cavite City||Tel: (046) 421-8852|||||||
Cavite|Dasmariñas City||Tel:  (046) 471-8759 |(043) 702 2509||||||
Cavite|Gen. Emilio Aguinaldo||Tel : (046) 896-1096; (046) 896-1003|||||||
Cavite|Gen. Mariano Alvarez||Tel: (046) 890-1221|||||||
Cavite|Gen. Trias||Tel: (046) 509-1250; (046) 509-2545|||||||
Cavite|Imus City||Tel: (046) 471-2732; (046) 471-8759|||||||
Cavite|Municipality of Indang||Tel: (046) 415-1686; (046) 415-0710|||||||
Cavite|Municipality of Kawit||Tel: (046) 434-5019; |||||||
Cavite|Municipality of Magallanes||Tel: (046) 686-3002; (046) 567-0185|||||||
Cavite|Municipality of Maragondon||Tel: (046) 412-0590; (046) 412-1158|||||||
Cavite|Municipality of Mendez||Tel: (046) 413-0601; (046) 413-0601|||||||
Cavite|Municipality of Naic||Tel: (046) 507-1266; (046) 686-3184|||||||
Cavite|Municipality of Noveleta||Tel: (046) 438-1107 ; (046) 438-3512|||||||
Cavite|Municipality of Rosario||Tel: (046) 437-0700 ; (046) 437-0700|||||||
Cavite|Municipality of Silang||Tel : (046) 414-0334|||||||
Cavite|Tagaytay City||Tel: (046) 413-1220 loc. 213|F: 046 413 0025||||||
Cavite|Municipality of Tanza||Tel: (046) 437-7553; (046) 437-7763|||||||
Cavite|Municipality of Ternate||Tel: (046) 412-1935 ; (046) 412-0165|||||||
Cavite|Trece Martires City (Capital)||Telefax: (046) 686-1373|||||||
|Provincial Government of Laguna|P. Guevara Avenue, New Capitol Bldg., Provincial Capitol Compound, 4009 Sta. Cruz, Laguna|Tel: (049) 808-1101 ;|Fax: (049) 808-1103|e_gomail@yahoo.com|||||
Laguna|Municipality of Alaminos||Tel: (049) 805-1041 ; (049) 567-1440 ;|||||||
Laguna|Municipality of Bay||Tel: (049) 536-7585; (049) 827-5668|||||||
Laguna|City of BIÑAN||Tel: (049) 513-5001; (049) 513-5006|049 513 5001||||||
Laguna|Cabuyao City||Tel: (049) 502-1192; (049) 576-5136||pio.cabuyao@yahoo.com|||||
Laguna|City of Calamba||Tel: (049) 545-6789 loc. 8307; (049) 502-2573|||||||
Laguna|Municipality of Calauan||Tel: (049) 568-0011; (049) 568-0015|||||||
Laguna|Municipality of Cavinti||Tel:(049) 527-3288|||||||
Laguna|Municipality of Famy||Tel: (049) 501-7733|||||||
Laguna|Municipality of Kalayaan||Tel: (049) 501-7771|||||||
Laguna|Municipality of Liliw||Tel: (049) 563-1003|||||||
Laguna|Municipality of Los Baños||Tel: (049) 530-2589|||||||
Laguna|Municipality of Luisiana||Tel: (049) 503-6208|||||||
Laguna|Municipality of Lumban||Tel: (049) 501-0550 ; (049) 501-0550|||||||
Laguna|Municipality of Mabitac||Tel: (049) 816-0139|||||||
Laguna|Municipality of Magdalena||Tel.: (049) 503-1257|||||||
Laguna|Municipality of Majayjay||Tel: (049) 563-3586|||||||
Laguna|Municipality of Nagcarlan||Tel: (049) 807-1167|||||||
Laguna|Municipality of Paete||Tel: (049) 817-0418 ; (049) 557-1857|||||||
Laguna|Municipality of Pagsanjan||Tel: (049) 501-4827|||||||
Laguna|Municipality of Pakil||Tel: (049) 557-1766 ; (049) 557-0197|||||||
Laguna|Municipality of Pangil||Tel: (049) 501-5877||jovit1271@yahoo.com|||||
Laguna|Municipality of Pila||Tel: (049) 559-0783 ; (049) 559-0910|||||||
Laguna|Municipality of Rizal||Tel: (049) 563-1051|||||||
Laguna|San Pablo City||Tel: (049) 503-1522; (049) 526-8003|||||||
Laguna|Municipality of San Pedro||Tel: (02) 869-0900 ; (02) 808-2020 loc. 310|||||||
Laguna|City of Santa Rosa||Tel: (049) 530-0015 loc. 2803 and loc. 5200|||||||
Laguna|Municipality of Sta. Cruz||Tel: (049) 501-1003   (049) 501-1008   (049) 808-2700|||||||
Laguna|Municipality of Sta. Maria||Tel: (049) 501-1611|| cindy_carolino@yahoo.com|||||
Laguna|Municipality of Siniloan||Tel: (049) 501-1180|||||||
Laguna|Municipality of Victoria|||||||||
|Provincial Government of Quezon|Provincial Capitol, 4300 Lucena Cit y, Quezon|Tel: (042) 373-6008 ; (042) 373-6009; (042) 795-0858|||||||
Quezon|Municipality of Agdangan||Tel:(042) 545-7265 |||||||
Quezon|Municipality fo Alabat||Tel: (042) 302-8179|||||||
Quezon|Municipality of Atimonan||Tel: (042) 316-5385 ; (042) 316-6770|||||||
Quezon|Municipality of Buenavista||Tel: (042) 559-4891|||||||
Quezon|Municipality of Burdeos||Tel: 0917-874-0279 ; 0917-560-1327|||||||
Quezon|Municipality of Calaug||Tel: (042) 301-7373 ; (042) 301-8816|||||||
Quezon|Municipality of Cadelaria||Tel: (042) 585-4390 ; (042) 585-8524|||||||
Quezon|Municipality of Catanauan||Tel: (042) 315-8145 ; (042) 315-8198|||||||
Quezon|Municipality of Dolores||Tel: (042) 565-6785 ; (042) 565-6775|||||||
Quezon|Municipality of Gen. Luna||Tel: (042) 394-7081|||||||
Quezon|Municipality of Gen. Nakar||Tel: (042) 535-7104|||||||
Quezon|Municipality of Guinayangan||Tel: (042) 303-4800; (042) 303-4584|||||||
Quezon|Municipality of Gumaca||Tel: (042) 317-6696|||||||
Quezon|Municipality of Infanta||Tel: (042) 535-3265|||||||
Quezon|Municipality of Jomalig||Tel: (042) 795-0600|||||||
Quezon|Municipality of Lopez||Tel: (042) 302-5268 ; (042) 302-5593|||||||
Quezon|Municipality of Lucban||Tel: (042) 504-6383 ; (042) 540-4489|||||||
Quezon|Lucena City (Capital)||Telefax: (042) 373-5932|||||||
Quezon|Municipality of Macalelon||Tel: (042) 393-4035|||||||
Quezon|Municipality of Mauban||Tel: (042) 784-0922 ; (042) 784-0091|||||||
Quezon|Municipality of Malunay||Tel: (042) 319-7122|||||||
Quezon|Municipality of Padre Burgos||Tel; 0915-829-2388|||||||
Quezon|Municipality of Pagbilao||Tel: (042) 731-2684; (042) 731-1732|||||||
Quezon|Municipality of Panukulan||Tel: 0917-820-4250 ; 0999-993-8053|||||||
Quezon|Municipality of Patnanungan||Tel: 0946-978-4981 ; 0919-874-0660|||||||
Quezon|Municipality of Perez||Tel: (042) 716-0107|||||||
Quezon|Municipality of Pitogo||Tel: (042) 318-8208 ; (042) 318-8555|||||||
Quezon|Municipality of Plaridel||Tel: (042) 302-8771|||||||
Quezon|Municipality of Polilio||Tel: (042) 636-4902|||||||
Quezon|Municipality of Quezon||Tel: (042) 392-1017 ; (042) 392-1102|||||||
Quezon|Municipality of Real||Tel: (042) 331-1777; (042) 331-1742|||||||
Quezon|Municipality of Sampaloc||Tel: (042) 716-0011 ; (042) 555-8233|||||||
Quezon|Municipality of San Andres||Tel: (042) 660-5541|||||||
Quezon|Municipality of San Antonio||Tel: (042) 545-4091|||||||
Quezon|San Francisco (Aurora) City (Capital)|||||||||
Quezon|Municipality of San Narciso||Tel: 0918-521-8077|||||||
Quezon|Municipality of Sariaya||Tel: (042) 525-8450 ; (042) 525-6506 ; (042) 525-8663|||||||
Quezon|Municipality of Tagkawayan||Tel: (042) 304-8034|||||||
Quezon|City of Tayabas||Tel: (042) 793-2660|||||||
Quezon|Municipality of Tiaong||Tel: (042) 545-8375 ; (042) 545-6382|||||||
Quezon|Municipality of Unisan||Tel: (042) 549-8325|||||||
|Provincial Government of Rizal|Circumferential Rd. cor. Olivares St., Provincial Capitol, Ynares Center Complex, Antipolo City|Tel: (02) 620-2400; (02) 611-5153 to 56; loc. 1014|(02)  620-2400||||||
Rizal|Municipality of Angono||Tel: (02) 451-1033 ; (02) 651-0062;    (02) 451-1258 ; (02) 295-4099 |||||||
Rizal|City of Antipolo (Capital) ||Tel: (02) 689-4518; (02) 650-6295||antipolocitygov@gmail.gov|||||
Rizal|Municipality of Baras||Tel: (02) 401-4879; (02) 401-4879|| rizalpclpress@yahoo.com|||||
Rizal|Municipality of Binangonan||Tel: (02) 652-20553 ; (02) 652-5482|||||||
Rizal|Municipality of Cainta||Tel: 02) 655-2769 ; (02) 655-5409|||||||
Rizal|Municipality of Cardona||Tel: (02) 652-1598; (02) 571-3762|(02) 571-3762; (02) 213-5057||||||
Rizal|Municipality of Jala-jala||Tel: (02) 401-4879|||||||
Rizal|Municipality of Morong||Tel: (02) 451-2273 loc. 101 ; (02) 4512273 loc. 102|||||||
Rizal|Municipality of Pililia||Tel.: (02) 654-1093 ; (02) 654-0049|| masikipleandro@yahoo.com|||||
Rizal|Municipality of Rodriguez (Montalban)||Tel: (02) 385-6683 ; (02) 387-6995|||||||
Rizal|Municipality of San Mateo||Telefax:  (02) 706-7920  ; Tel: (02) 997-1695|||||||
Rizal|Municipality of Tanay||Tel: (02) 654-1002|||||||
Rizal|Municipality of Taytay||Tel.: (02) 284-4770; (02) 284-4799|Telefax: (02) 284-4779||||||
Rizal|Municipality of Teresa||Tel: (02) 650-5379 ; (02) 650-5380|||||||
|Provincial Government of Marinduque|Provincial Capitol, 4900 Boac, Marinduque|Governor's Office: (042) 332-1002;                          Gov's Extended Office: (042) 332-1266|(042)  332-1520|lmdpeso@yahoo.com|||||
Marinduque|Boac City (Capital)||Tel.: (042) 332-1011||info@boac.gov.ph|||||
Marinduque|Municipality of Buenavista||Tel.: 0920-8264254||caezeree@yahoo.com|||||
Marinduque|Municipality of Gasan||Mayor's Office : (042) 342-1074 ;                      Trunkline: (042) 342-1380||gasmarom@yahoo.com|||||
Marinduque|Municipality of Mogpog||Mayor's Office : (042) 332-1249;                      Trunkline: (042) 332-3100||lgumogpog@gmail.com|||||
Marinduque|Municipality of Sta. Cruz||Tel.: (042) 321-1276|||||||
Marinduque|Municipality of Torrijos||Mayor's Office: (042) 753-0038||torrijosmarinduque@gmail.com|||||
|Provincial Government of Occidental Mindoro|Provincial Capitol, 5106 Mamburao, Occidental Mindoro|Tel.: (043) 711-1816|||||||
Occidental Mindoro|Municipality of Abra De Ilog||Tel.: 0918-9409401|||||||
Occidental Mindoro|Municipality of Calintaan||Tel.: 0921-6057756||rogelioesteban94@yahoo.com|||||
Occidental Mindoro|Municipality of Looc||Tel.: 0929-7999078|||||||
Occidental Mindoro|Municipality of Lubang||Tel.: (043) 561-0072||glocaocds_agri@yahoo.com|||||
Occidental Mindoro|Municipality of Magsaysay||Tel.: (043) 711-1878;(043)  711-1160||lgu_magsaysayoccmi@yahoo.com|||||
Occidental Mindoro|Municipality of Mamburao (Capital)||Tel: (043) 711-7950; (043) 741-9731||rushellebiluan@yahoo.com|||||
Occidental Mindoro|Municipality of Paluan||Tel:  (043) 338-2299|||||||
Occidental Mindoro|Municipality of Rizal||Tel.: (043) 433-3774 ; (043) 711-1155||rodel329@yahoo.com|||||
Occidental Mindoro|Municipality of Sablayan||Tel.: (043) 458-0028||Grace_fille@yahoo.com|||||
Occidental Mindoro|Municipality of San Jose||Tel:  (043) 491-7962 ; (043) 491-4204||jsv0415@yahoo.com.ph|||||
Occidental Mindoro|Municipality of Sta. Cruz||Tel.: (043) 711-1168||lvramos@yahoo.com|||||
|Provincial Government of Oriental Mindoro|Provincial Capitol, 5200 Calapan, Oriental Mindoro|Tel.: (043) 288-2450||ppeso_ormin@yahoo.com|||||
Oriental Mindoro|Municipality of Baco||Tel.: (043) 288-2496; (043) 288-2054; (043) 288-2509||aliciafajardo_30@yahoo.com|||||
Oriental Mindoro|Municipality of Bansud||Tel.: (043) 298-7022; (043) 298-7023 ;(043) 298-7023|||||||
Oriental Mindoro|Municipality of Bongabong||Tel.: (043) 283-5013 ; (043)  283-5252 ; (043) 448-0136 |||||||
Oriental Mindoro|Municipality of Balalacao||Tel.: (043) 289-2237||dxtr_gnzls@yahoo.com|||||
Oriental Mindoro|City of Calapan (Capital)||Tel:  (043) 288-2496 loc. 2509|Fax: (043) 288-2052 ||||||
Oriental Mindoro|Municipality of Gloria||Tel.: (043) 284-3767; (043) 284-3979||bong.semilla@gloria.gov.ph/busy.bong@yahoo.com|||||
Oriental Mindoro|Municipality of Mansalay||Tel.: 0917-4226673||lgumansalay@yahoo.com|||||
Oriental Mindoro|Municipality of Naujan||Tel: (043) 208-3382 ;(043) 208-3382|Telefax: (043)  208-3479||||||
Oriental Mindoro|Municipality of Pinamalayan||Tel: (043) 284-3146; (043) 443-1485|||||||
Oriental Mindoro|Municipality of Pola||Tel.: 0918-5595674||donjuan072000@yahoo.com|||||
Oriental Mindoro|Municipality of Puerto Galera||Tel.: (043) 287-3045; (043) 442-0107|||||||
Oriental Mindoro|Municipality of Roxas||Tel.: (043) 289-2132; (043) 289-3030; (043) 289-2824|||||||
Oriental Mindoro|Municipality of San Teodoro||Tel.: 0917-8543147||ednafajilan14@yahoo.com|||||
Oriental Mindoro|Municipality of Socorro||Tel.: (043) 284-5025; (045) 284-5015 ; (045) 284-5278; (043) 449-0012 |||||||
Oriental Mindoro|Municipality of Victoria||Tel: (043) 285-5446; (043) 285-5281; (043) 285-5430||ebmaur52@yahoo.com|||||
|Provincial Government of Palawan|Provincial Capitol, 5300 Puerto Princesa City, Palawan|Tel.: (048) 433-5505; (048) 434-8661|Telefax: (043) 433-2987; ||||||
Palawan|Municipality of Aborlan||Tel.: 0917-8231353||evelyn_sabay@yahoo.com|||||
Palawan|Municipality of Agutaya||Tel.: (048) 417-7269||nadianeriza@yahoo.com|||||
Palawan|Municipality of Araceli||Tel.: (048) 541-6150; (048) 541-6150|||||||
Palawan|Municipality of Balabac||Tel.: (048) 434-5549|||||||
Palawan|Municipality of Bataraza||Tel.: (048) 733-8111|||||||
Palawan|Municipality of Brooke's Point||||mpdobrookspoint@yahoo.com|||||
Palawan|Municipality of Basuanga||Tel.: 0920-920-0987|||||||
Palawan|Municipality of Cagayancilo||Tel.: 0917-323-6270|||||||
Palawan|Municipality of Coron||Tel.: (048) 829-7967||bubbles90@yahoo.com|||||
Palawan|Municipality of Culion||Tel.: 0929-2014160|||||||
Palawan|Municipality of Cuyo||Tel.: (048) 841-1329|||||||
Palawan|Municipality of Dumaran||Tel.: 0921-602-7505|||||||
Palawan|Municipality of El Nido (bacuit)||Tel: (048) 550-9300; (048) 550-9301 |||||||
Palawan|Municipality of Kalayaan||Tel.: (048) 434-8532; (048) 434-1930|||||||
Palawan|Municipality of Linapcan||Tel.: 0919-6615934|||||||
Palawan|Municipality of Magsaysay||Tel.: (048) 433-2795|||||||
Palawan|Municipality of Narra||Tel.: 0920-9069265|| lucenademaala@yahoo.com ; aidyl_59@yahoo.com|||||
Palawan|Puerto Princesa City (Capital)||Tel.: (048) 433-9965|Telefax: (048) 434-4094|aileen_amurao@yahoo.com|||||
Palawan|Municipality of Quezon||Tel.: 0918-9097440||urdsapa@yahoo.com,|||||
Palawan|Municipality of Rizal (Marcos)||Tel.: 0920-4358860|||||||
Palawan|Municipality of Roxas||Tel.: (048) 423-1131||josie_mayo1@yahoo.com|||||
Palawan|Municipality of San Vicente||Tel.: (048) 723-0930; (048) 723-0151 ; (048) 723-0980||trifoniaabuacan@yahoo.com|||||
Palawan|Municipality of Sofronio Española||Tel.: 0917-8434030|||||||
Palawan|Municipality of Taytay||Tel.: (048) 423-1171; (048) 423-1172|||||||
|Provincial Government of Romblon|Provincial Capitol, 5500 Romblon, Romblon|Tel: (054) 472-8218 loc. 2010 or 2684|(048) 412-2864   Mla:  373-3499|romblongovmla@gmail.com  email: romblongov@gmail.com|||||
Romblon|Municipality of Alcantara||Tel.: (048) 715-1620|||||||
Romblon|Municipality of Banton||Tel.: 0917-4633384||jory.faderanga@yahoo.com|||||
Romblon|Municipality of Cajidiocan||Tel.: 0919-347-8741|| pentino_arsena@yahoo.com; pentino_arcenia@yahoo.com|||||
Romblon|Municipality of Calatrava||Tel.: 0917-8108166|||||||
Romblon|Municipality of Conception||Tel.: 0905-3246776||pablofanogajr@yahoo.com|||||
Romblon|Municipality of Corcuera||Tel.: 0908-8956277|||||||
Romblon|Municipality of Ferrol||Tel.: 0917-7244494||llj@yahoo.com|||||
Romblon|Municipality of Looc||Tel.: (048) 567-2121; (043) 525-0815|||||||
Romblon|Municipality of Odiongan||Tel.: 0920-8490726||novelfruelda@yahoo.com|||||
Romblon|Romblon City (Capital)||Tel.: (049) 507-2204|||||||
Romblon|Municipality of San Agustin||Tel.: (042) 435-0083|||||||
Romblon|Municipality of San Andres||Tel.: 0939-4567449|||||||
Romblon|Municipality of San Fernando|||||||||
Romblon|Municipality of San Jose||Tel.: (036) 260-3027|||||||
Romblon|Municipality of Sta. Fe||Tel.: 0926-9167429|||||||
Romblon|Municipality of Sta. Maria||Tel.: 0928-9694199|||||||
|Provincial Government of Albay|Provincial Capitol, 4500 Legaspi City, Albay|Tel.: (052) 481-2555; (052) 481-9290|Fax: (052)  480-3444|Mayor's Office : albaygovoffice@yahoo.com                                      PESO OFFICE: miralpess@yahoo.com|||||
Albay|Municipality of Bacacay||Tel.: (052) 558-3252||PESO OFFICE: betitotobias@yahoo.com|||||
Albay|Municipality of Camalig||Tel.: (052) 484-196; (052) 826-0014; (052) 484-2103||PESO OFFFICE: mermhim@yahoo.com ; jud_nocos@yahoo.com|||||
Albay|Municipality of Daraga||Tel.: (052) 483-5328; ||PESO OFFFICE:lawenko11278@yahoo.com|||||
Albay|Municipality of Guinobatan||Tel.: (052) 838-0116||jt_bmll@yahoo.com                                                  PESO OFFICE: gu_guinobatan@yahoo.com.ph|||||
Albay|Municipality of Jovellar||Tel.: 0915-9054000||joremarcangel@yahoo.com|||||
Albay|Legazpi City (capital)||Tel.: (052) 820-1400; (052) 481-0446||PESO OFFFICE:|||||
Albay|Municipality of Libon||Tel: (052) 486-6101; (052) 486-6437||PESO OFFFICE:|||||
Albay|Ligao City||Tel.: (052) 485-1115; (052) 485-1255; (052) 485-1255||PESO OFFFICE:|||||
Albay|Municipality of Malilipot||Tel.: (052) 820-7950; ||PESO OFFFICE:|||||
Albay|Municipality of Mainao||Tel.: (052) 488-4550||PESO OFFFICE:|||||
Albay|Municipality of Manito||Tel.: (052) 483-2957||PESO OFFFICE:|||||
Albay|Municipality of Oas||Tel.: (052) 485-6547; (052) 485-6106||rixdon_5@yahoo.com|||||
Albay|Municipality of Pio Duran||Tel.: 0918-2496600; 0927-2967599||remytiguero@yahoo.com                                          PESO OFFICE: lgu_pioduran@yahoo.com ; mpdc_pioduran@yahoo.com|||||
Albay|Municipality of Polangui||Tel.: (052) 486-1251; (052) 486-1096|||||||
Albay|Municipality of Rapu-Rapu||Tel.: (052) 820-618; Tel.: 0921-4042096|||||||
Albay|Municipality of Sto. Domingo||Tel.: (052) 435-3151;(052) 435-3359|||||||
